Electric Range,Predicted_Electric_Range
25.0,-39.562157794076484
30.0,56.972692532675865
53.0,59.32444737643527
53.0,61.4484581459983
53.0,82.0389556878581
49.0,66.67986296536401
35.0,118.80288746047881
210.0,173.0702549720154
53.0,73.63416709152807
53.0,49.30499823848368
53.0,62.254952147188305
249.0,152.71505126415286
238.0,167.8924233049329
34.0,60.463691826269496
53.0,89.47475876384851
53.0,59.973045298196666
220.0,148.57549857127015
37.0,62.705348578041594
53.0,43.035472877309076
322.0,147.51417012121965
258.0,155.97261548807
53.0,61.94295594489813
53.0,79.36157831186574
53.0,55.76576185171871
26.0,-8.490608836858883
238.0,164.54807033457473
53.0,63.02410885030986
126.0,96.65787559097953
42.0,72.46301748882979
210.0,173.27239096353878
53.0,76.26035630892147
25.0,-35.33436198329582
53.0,57.127521017493564
53.0,54.25962171064748
53.0,70.76207372984209
32.0,52.544729543529684
53.0,54.362177946612064
259.0,149.70749702073226
83.0,179.35506839737354
259.0,157.58937624937244
53.0,56.30891336276545
53.0,74.75717659244401
53.0,71.86364108906128
53.0,81.02049805090064
53.0,54.03439794579026
53.0,89.5811749838249
18.0,-35.60492026834254
53.0,82.21081486907497
238.0,138.73113461295725
53.0,80.0722810793086
53.0,81.34576517529786
53.0,53.56515162285359
220.0,149.3228010751991
53.0,77.76005068067025
32.0,53.13434999261517
53.0,61.685771868767915
53.0,53.95357335904555
53.0,67.53174651556037
53.0,62.0067742815736
53.0,59.92018486832967
266.0,146.845426214677
53.0,60.58640112544526
53.0,69.3264528659929
53.0,62.043953065629466
53.0,65.70219507817819
42.0,65.68823652302672
53.0,60.23039800889819
53.0,74.74585398982163
53.0,78.04404434538446
53.0,51.53093699020974
151.0,146.7717600165488
53.0,63.446944980780245
238.0,184.6409071498565
32.0,68.09856495009444
53.0,55.72044472416019
53.0,77.92602820148022
215.0,158.06390207319055
21.0,-60.38513966772007
53.0,56.97269077404053
53.0,65.85696403590555
215.0,138.92500996909803
53.0,82.02452832988638
53.0,48.42180435817863
39.0,69.32445214348263
93.0,143.84042594509083
53.0,76.1583399880401
53.0,58.24631888710428
215.0,146.99891599875264
53.0,70.09711147186317
53.0,75.1084482132137
53.0,68.9055493522028
25.0,-26.702505561726866
53.0,54.45731191596133
53.0,47.35165664245142
53.0,77.67092761243111
53.0,51.419683489075396
53.0,88.44660236267373
53.0,63.12377695014584
53.0,72.03894820416463
53.0,65.02609400208166
53.0,70.50217868436448
35.0,123.60239650923177
32.0,64.97605810293317
233.0,131.46340985406277
21.0,-58.869108106366184
34.0,47.42703675015218
53.0,66.6140810742072
53.0,71.18424214957486
238.0,160.37781854019704
150.0,141.9490060052849
53.0,53.40289526417473
53.0,61.4028999842194
53.0,59.34873557984247
53.0,82.43681979085522
266.0,150.0303948658402
53.0,81.15609245523228
215.0,146.99671645189665
322.0,146.28326940149418
53.0,85.26022850361187
53.0,56.83183513133554
84.0,167.23803690687055
53.0,83.72907394700451
53.0,70.03153423009644
53.0,83.64030680510041
220.0,149.8029057220847
23.0,-52.79685211040487
53.0,66.59210439900926
53.0,52.71421750707668
53.0,88.26841250769212
53.0,75.36924973010173
204.0,145.74090731400065
53.0,65.5874905060773
53.0,60.73138226586161
53.0,64.29059753163892
53.0,79.89035039358714
53.0,62.75353090601857
32.0,65.38389416458085
53.0,50.81511984413373
53.0,67.0211279846917
238.0,152.8669043264308
53.0,59.4868830407795
239.0,134.22433307972824
14.0,23.177661778769107
53.0,82.02328482794837
53.0,72.52545479086257
38.0,71.91392129260203
53.0,72.11251720041037
53.0,63.30021875879174
53.0,82.34884408573271
84.0,169.74425008620165
53.0,68.26267962573911
53.0,56.33605060057744
238.0,141.96879871836427
53.0,90.30352734095504
53.0,47.505745905131334
53.0,51.50260117845028
53.0,59.96768749601324
215.0,154.83023090965435
291.0,151.38175058728666
53.0,69.04882220201398
53.0,59.62828165675455
75.0,184.5133401335188
53.0,62.44496883806278
53.0,76.49925253758556
19.0,-20.023833664388803
21.0,2.0229058837503544
208.0,185.0013709666964
53.0,76.20420583618397
6.0,27.547944547659426
53.0,62.6519436198796
87.0,194.92443029825517
53.0,69.60334194619645
53.0,65.59038159713236
150.0,155.25044730598165
32.0,88.52011402608332
53.0,67.60921077368403
30.0,53.952175248276035
53.0,77.78044557622343
53.0,61.64575881368364
53.0,60.80050269658386
53.0,61.393662932103325
53.0,59.8745391604898
41.0,69.88591244882991
53.0,86.04316636716248
238.0,157.05302204011969
53.0,58.593356938057696
53.0,76.43064120062627
53.0,85.0543440796755
53.0,72.84142495004926
53.0,75.76867501191009
125.0,167.40364187087107
53.0,63.69104618886195
53.0,52.07011528873409
84.0,176.8484365634431
30.0,58.627482083888026
53.0,67.21379003080074
266.0,149.16581349542685
238.0,156.1393804634572
53.0,45.27351960223314
53.0,66.93853968230542
220.0,146.28820014784287
53.0,67.67672510255215
48.0,71.56798157573212
19.0,38.693481690577755
42.0,84.81115255917393
53.0,69.40657627754263
53.0,49.61433968602796
238.0,154.15313089716074
270.0,147.5657691142551
53.0,75.02693187883415
53.0,88.83102006345143
33.0,65.60757202872628
53.0,47.00382244821958
53.0,70.6965371284823
53.0,59.25782362285827
53.0,62.78840778491576
53.0,67.15554220505874
53.0,63.5892510579215
53.0,71.89281822840712
53.0,53.73270987831347
53.0,53.4246753837142
53.0,79.67070484242868
53.0,63.37161525767442
33.0,71.50691897887737
53.0,52.44621829831158
53.0,54.40198356777546
84.0,176.71094060922042
53.0,67.7184704796964
53.0,54.33745149495371
53.0,68.66740320349345
53.0,52.67328074706893
53.0,85.65533706720453
53.0,64.08756082060427
53.0,65.13085847761977
53.0,68.4332167730754
53.0,78.88343253067433
220.0,155.3108285349008
215.0,152.25715601629054
53.0,68.64163968402136
266.0,140.33132206922164
53.0,48.34153409086139
53.0,79.6980394453567
53.0,69.67318443691329
30.0,54.616772838016914
53.0,84.01400599330373
30.0,50.10981012383127
38.0,107.06865801326057
238.0,160.93539403186878
53.0,51.66655014095886
53.0,66.74523856143787
238.0,150.0406982018394
53.0,67.58073551898269
53.0,76.33812526579277
53.0,75.64680121224228
53.0,74.9966708146967
53.0,60.65354922800179
53.0,68.15376406841096
33.0,64.02305115544004
53.0,75.9684101708117
53.0,86.34748572824174
53.0,55.6463559159165
53.0,57.27177979857515
53.0,60.933040165029524
75.0,180.7170803249901
53.0,81.79868820516276
84.0,168.3495347329008
53.0,76.41018437859748
53.0,41.99236935105
72.0,120.5108175145433
53.0,78.30263475776883
53.0,68.9748925667227
53.0,43.87064628079679
53.0,51.38048463102314
53.0,71.47578712202812
238.0,151.9164937829628
107.0,167.0982187519694
53.0,61.560381664778106
53.0,68.53677265843726
18.0,-0.0513331697875401
53.0,70.18706944859878
42.0,72.17571572164161
53.0,74.14632112657273
289.0,145.94247426285438
39.0,81.52036945347209
35.0,75.75979861552332
53.0,68.12758124734682
53.0,68.72952776923194
21.0,-59.27333518759406
308.0,157.4422065284889
21.0,-48.922164760297164
53.0,54.212103069381556
259.0,145.1147285169136
53.0,49.94824919461098
6.0,33.31744525185786
53.0,76.41214056777972
38.0,30.43305956217955
53.0,82.130867798478
53.0,51.364872338854184
53.0,70.0773708349152
53.0,70.56894913173164
53.0,82.33827705015574
53.0,61.27254646686197
53.0,81.88747434839752
53.0,63.78620933332422
53.0,65.86393625871278
249.0,144.89416143571725
53.0,79.85043796856917
291.0,147.86691125634388
53.0,75.2634332535381
289.0,148.83301366031083
53.0,55.04371837038343
53.0,82.570775661683
53.0,59.768146473012166
53.0,50.06020976402942
53.0,70.14183438656619
53.0,60.97548700298648
53.0,80.69583102963225
53.0,68.16867031268339
21.0,-60.09013475120446
215.0,149.70779549027793
53.0,67.71691812743666
53.0,61.631674246855255
26.0,-3.092606096623058
53.0,68.39041074692796
53.0,74.52667846326949
53.0,49.92842863547412
215.0,155.3127916985104
220.0,150.19985761102726
53.0,61.558569463355525
53.0,72.87878260031721
26.0,-31.210909492780047
53.0,62.82336883361859
53.0,50.602397593575006
53.0,80.11972239683382
53.0,64.41833123638207
53.0,75.4021090962924
53.0,47.60269845882431
53.0,57.30232116676052
53.0,59.3683593179594
53.0,63.033411753836845
19.0,34.77907714492176
53.0,68.33287522209866
151.0,143.0465767832211
53.0,64.84463167929061
53.0,53.380689459147106
53.0,61.57429535087431
34.0,47.31033609736187
53.0,68.88097601590562
53.0,58.21230932601611
53.0,81.73591658366786
53.0,70.50643157406739
81.0,153.1893770886163
53.0,75.79153864436375
53.0,54.772791855662945
84.0,169.36067324513715
215.0,144.69078057869046
75.0,178.58764947058808
53.0,60.60972481242061
53.0,48.00897538018762
32.0,67.38174837788392
53.0,63.128141084263916
53.0,70.52462460441166
53.0,64.9741763257116
53.0,66.13050586734607
53.0,55.436780109135725
53.0,72.6813758941571
53.0,49.98089863556379
53.0,69.66507838149846
53.0,79.33218519949878
53.0,66.65936527000304
53.0,67.56532572372089
215.0,148.25815378116386
26.0,-21.436618225081475
32.0,54.68036488809594
53.0,84.16059654351557
53.0,74.44746085569932
215.0,158.9645773161028
53.0,87.28342465979222
215.0,155.05555374909454
53.0,87.81634803657653
53.0,54.00917313402897
30.0,64.19775833908352
53.0,76.21131671876356
53.0,32.75226382530673
53.0,70.96563050543773
53.0,72.72753825395193
53.0,67.9591266998541
53.0,47.51737736362702
53.0,74.64193914650241
208.0,185.05324739856587
53.0,55.93355175557372
53.0,48.20718689895875
107.0,157.58430499760289
291.0,146.8758068967145
84.0,181.69118789740605
53.0,47.091173289918515
53.0,81.67829365548823
53.0,66.49976356046682
238.0,151.15859518964862
53.0,64.86683917744813
42.0,60.452724361995934
53.0,52.727454876876436
33.0,69.77119133514498
53.0,85.0961552688168
53.0,66.04566716470435
53.0,66.47613505573099
49.0,61.35435163795046
53.0,70.47568383001635
53.0,59.27506853691011
53.0,77.15113853813818
53.0,59.47928374769981
238.0,149.9445019599225
53.0,76.53147634339985
53.0,69.07347069097887
53.0,56.432017618688405
53.0,65.94229402697238
239.0,138.42012436682853
53.0,61.744285395710904
53.0,70.20219588652253
32.0,74.30145255786192
53.0,60.66786714635964
53.0,54.95067786062282
125.0,161.05782826834184
208.0,182.35432442583988
53.0,67.44799336200231
53.0,51.46024519461207
84.0,170.83581780377426
75.0,185.22758424820495
42.0,64.64552559770527
21.0,-59.79672185427626
53.0,54.0834577682981
53.0,74.92663592238387
53.0,55.30705652559118
220.0,150.09034887748567
53.0,73.02022036841663
34.0,52.506779118855775
53.0,56.23895480015926
25.0,-10.796423461273662
53.0,52.264711203788465
32.0,61.951436741132056
53.0,66.55283021208015
215.0,154.5400360506319
25.0,-33.36071033742337
53.0,78.11214796531567
53.0,47.709845302801114
53.0,90.01693035727658
53.0,66.28816452089086
53.0,64.28907525848626
25.0,11.97957580955699
208.0,193.4650049422562
53.0,62.29126137965795
22.0,-44.967849631924764
53.0,76.86097889656958
26.0,-32.5723326018051
53.0,75.24589242910588
19.0,10.410806604122627
208.0,173.19138025373832
53.0,68.84130789688061
53.0,40.36033146563568
53.0,83.79530167955818
53.0,59.72733094517025
266.0,148.08110655010387
53.0,69.09410510748421
53.0,75.45305979195837
53.0,44.87555433087982
53.0,67.86853236802563
53.0,57.76621976016031
53.0,61.7267933764233
53.0,52.28038178451243
53.0,65.22629321934073
53.0,67.9781630380312
53.0,74.8820549485099
53.0,60.74366820007708
53.0,68.63141168628499
53.0,60.24040441325633
53.0,53.57292642111133
84.0,173.11658190943126
53.0,74.87078030621342
